Day,Month,IncidentYear,VictimInjury,State,Location,latitude,longitude,SharkType,SharkLength(m),Provoked,SharkCount,VictimActivity,InjuryLocation,InjurySeverity,VictimGender,VictimAge
1,1,1791,Fatal,NSW,near sydney,-33.86666667,151.2,white shark,,Unprovoked,,swimming,torso,major lacerations,Female,
22,3,1803,Injured,WA,"hamelin bay, faure island",-25.83333333,113.8833333,tiger shark,,Unprovoked,1,swimming,,,Male,
18,1,1807,Injured,NSW,"cockle bay, sydney harbour",-33.86666667,151.2,bull shark,,Unprovoked,1,swimming,"arm, hand",minor lacerations,Male,
1,1,1820,Fatal,TAS,"sweetwater point, pitt water",-42.8,147.5333333,,,Provoked,1,swimming,leg,major lacerations,Male,
1,1,1825,Injured,NSW,"kirribili point, sydney harbour",-33.85,151.2166667,bull shark,,Unprovoked,1,swimming,leg,minor lacerations,Male,15
1,1,1830,Injured,TAS,bruny island,-43.28333333,147.3333333,white shark,,Unprovoked,1,swimming,arm,major lacerations,Female,
20,1,1832,Injured,NSW,"blackwattle bay, glebe, sydney harbour",-33.86666667,151.1833333,bull shark,,Provoked,,swimming,leg,minor lacerations,Male,
4,6,1832,Injured,NSW,"south head, sydney harbour",-33.83333333,151.2666667,white shark,,Provoked,1,fishing,leg,major lacerations,Female,
1,1,1836,Injured,SA,holdfast bay,-34.95,138.5,white shark,,Unprovoked,,swimming,,,Male,
1,8,1836,Fatal,QLD,fraser island,-25.48333333,152.9833333,whaler shark,,Unprovoked,1,swimming,other: body not recovered,,Male,
1,8,1836,Fatal,QLD,fraser island,-25.48333333,152.9833333,whaler shark,,Unprovoked,1,swimming,other: body not recovered,,Male,
17,1,1837,Fatal,NSW,macleay river,-30.93333333,153.0166667,bull shark,,Unprovoked,1,swimming,leg,major lacerations,Male,12
7,8,1839,Fatal,VIC,"sealer's cove, wilson's promontory",-38.98333333,146.45,white shark,,Provoked,1,swimming,leg,major lacerations,Male,
1,12,1840,Fatal,NSW,"wooloomooloo bay, sydney harbour",-33.85,151.2166667,bull shark,,Unprovoked,1,swimming,leg,major lacerations,Male,
25,4,1841,Fatal,NSW,"cockatoo island, sydney harbour",-33.83333333,151.1666667,bull shark,,Unprovoked,1,swimming,thigh,major lacerations,Male,
3,3,1847,Injured,QLD,moreton bay,-27.25,153.25,bull shark,,Unprovoked,,swimming,foot,major lacerations,Male,
30,11,1847,Injured,QLD,brisbane river,-27.43333333,153.0833333,bull shark,,Unprovoked,1,swimming,"thigh, calf",major lacerations,Male,
1,1,1849,Fatal,WA,"quindalup, busselton",-33.36666667,115.2833333,white shark,,Provoked,1,swimming,,,Male,
9,12,1849,Injured,VIC,portland,-38.33333333,141.6,white shark,,Unprovoked,1,swimming,leg,other: teeth marks,Male,
2,12,1849,Fatal,NSW,"woolloomooloo bay, sydney harbour",-33.81666667,151.2,bull shark,,Unprovoked,1,swimming,thigh,major lacerations,Male,
1,1,1850,Fatal,QLD,moreton bay,-27.28333333,153.2166667,tiger shark,,Unprovoked,1,swimming,other: body not recovered,,Male,
10,3,1850,Injured,NSW,"yamba, clarence head",-29.41666667,153.3333333,whaler shark,,Unprovoked,1,swimming,,,Male,
9,11,1853,Injured,NSW,sydney harbour,-33.85,151.2166667,wobbegong,1,Provoked,1,swimming,leg,minor lacerations,Male,
1,1,1855,Injured,QLD,mary river,-25.5,152.7166667,bull shark,,Unprovoked,1,swimming,leg,major lacerations,Female,
6,1,1855,Uninjured,NSW,"woolloomooloo bay, sydney harbour",-33.85,151.2166667,bull shark,,Unprovoked,1,swimming,other: uninjured,,Male,
28,7,1855,Fatal,QLD,hammond island,-10.56666667,142.2,tiger shark,,Unprovoked,1,swimming,torso,major lacerations,Male,
11,11,1855,Fatal,NSW,"millers point, sydney harbour",-33.86666667,151.2,bull shark,,Unprovoked,1,swimming,leg,major lacerations,Male,
5,2,1856,Injured,VIC,"port phillip bay, point henry",-38.13333333,144.4166667,white shark,,Unprovoked,1,swimming,"thigh, foot",major lacerations,Male,18
22,5,1856,Injured,SA,"port elliot, horseshoe bay",-35.53333333,138.6833333,wobbegong,,Unprovoked,1,,,,Male,
14,3,1858,Fatal,VIC,"hobson's bay, port phillip bay",-37.85,144.9,white shark,,Unprovoked,1,swimming,calf,major lacerations,Male,22
1,1,1860,Injured,SA,encounter bay,-35.56666667,138.6,white shark,,Unprovoked,,swimming,arm,major lacerations,Male,
13,1,1861,Injured,QLD,"cleveland, moreton bay",-27.51666667,153.2666667,wobbegong,,Unprovoked,1,swimming,"arm, hand",minor lacerations,Male,
10,2,1862,Injured,VIC,"huttons wharf, port phillip bay",-37.85,144.9,white shark,,Unprovoked,1,swimming,leg,abrasion,Male,
1,12,1862,Fatal,QLD,"brisbane river, brisbane",-27.36666667,153.15,bull shark,,Unprovoked,1,swimming,other: body not recovered,,Male,
10,1,1863,Fatal,NSW,manning river,-31.88333333,151.4666667,bull shark,,Unprovoked,1,swimming,thigh,major lacerations,Male,17
1,1,1863,Fatal,QLD,"moreton bay, victoria point",-27.58333333,153.3166667,tiger shark,,Provoked,1,swimming,other: body not recovered,,Male,
5,3,1863,Injured,VIC,"brighton bay, melbourne",-37.9,144.9833333,white shark,,Unprovoked,1,swimming,"torso, leg",major lacerations,Male,
12,4,1863,Fatal,QLD,caloundra heads,-26.8,153.1333333,tiger shark,,Unprovoked,2,,other: body not recovered,,Male,
23,11,1865,Fatal,VIC,"williamstown, phillip bay, melbourne",-37.86666667,144.8666667,white shark,,Unprovoked,,swimming,thigh,major lacerations,Male,33
1,1,1868,Injured,QLD,yeppoon,-23.08333333,150.7333333,tiger shark,,Unprovoked,1,swimming,leg,major lacerations,Male,
17,1,1869,Injured,QLD,"brisbane river, milton reach",-27.46666667,153,bull shark,,Unprovoked,1,swimming,leg,other: teeth marks,Male,
17,3,1869,Injured,SA,"cape elizabeth, port hughes",-34.13333333,137.45,broadnose sevengill shark,2.2,Provoked,1,fishing,foot,minor lacerations,Male,
9,1,1870,Injured,QLD,"brisbane river, north quay",-27.46666667,153.0166667,bull shark,,Unprovoked,1,swimming,thigh,major lacerations,Male,17
19,5,1870,Injured,QLD,moreton island,-27.08333333,153.4,whaler shark,,Provoked,1,spearfishing,leg,minor lacerations,Male,13
1,1,1872,Injured,QLD,"wide bay, near fraser island",-25.8,153.0166667,,,Unprovoked,1,swimming,,,Male,
12,2,1873,Uninjured,SA,semaphore beach,-34.83333333,138.4666667,white shark,,Unprovoked,1,unmotorised boating,other: uninjured,,Male,
9,1,1874,Injured,NSW,"darling harbour, sydney harbour",-33.86666667,151.2,bull shark,,Unprovoked,1,swimming,"calf, foot",major lacerations,Male,
21,11,1874,Injured,QLD,"mary river, maryborough",-25.5,152.7166667,bull shark,3,Unprovoked,1,swimming,thigh,other: teeth marks,Male,
19,11,1874,Injured,NSW,"redhead beach, newcastle",-33,151.7166667,wobbegong,2,Provoked,1,swimming,foot,minor lacerations,Male,
9,7,1875,Injured,NSW,"yamba, clarence river",-29.41666667,153.3333333,tiger shark,,Unprovoked,1,swimming,,major lacerations,Male,
1,10,1875,Fatal,QLD,torres strait islands,-10.25,142.1166667,tiger shark,,Provoked,1,snorkelling,leg,major lacerations,Male,
1,11,1875,Injured,NSW,"yamba, clarence river heads, lluka beach",-29.4,153.3333333,white shark,,Provoked,1,swimming,foot,major lacerations,Male,
26,12,1875,Injured,NSW,"yamba, clarence river, grafton",-29.4,153.3333333,bull shark,,Unprovoked,1,swimming,leg,minor lacerations,Male,
1,1,1876,Injured,WA,port walcott & de grey river,-20.7,117.25,bull shark,,Provoked,,snorkelling,thigh,major lacerations,Male,36
30,1,1876,Injured,VIC,st kilda beach,-37.86666667,144.9666667,white shark,,Unprovoked,1,swimming,,,Male,
1,2,1876,Fatal,QLD,torres strait islands,-10.25,142.1166667,tiger shark,,Provoked,1,snorkelling,torso,major lacerations,Male,
6,2,1876,Fatal,VIC,albert park pier,-37.85,144.95,white shark,4,Unprovoked,1,swimming,"leg, pelvic region",major lacerations,Male,18
6,7,1876,Uninjured,NSW,"dawse point battery, sydney harbour",-33.85,151.2,whaler shark,4.3,Provoked,1,diving,other: uninjured,,Male,
1,12,1876,Injured,NSW,"paterson river, newcastle",-32.76666667,151.7,bull shark,,Unprovoked,1,swimming,leg,major lacerations,Male,
28,1,1877,Fatal,VIC,"emerald hill, melbourne",-37.83333333,144.9333333,white shark,,Unprovoked,1,swimming,,major lacerations,Male,30
20,1,1877,Injured,VIC,port fairy,-38.38333333,142.4833333,white shark,,Unprovoked,1,swimming,foot,minor lacerations,Female,
21,3,1877,Injured,VIC,"port phillip bay, portarlington",-38.1,144.65,white shark,,Unprovoked,1,swimming,"thigh, foot",major lacerations,Male,
15,12,1877,Injured,NSW,"balmain, sydney harbour",-33.86666667,151.2,bull shark,,Unprovoked,1,swimming,leg,major lacerations,Male,12
1,12,1877,Injured,SA,st kilda beach,-34.73333333,138.0333333,,1.2,Provoked,1,swimming,leg,minor lacerations,Male,
1,1,1878,Injured,QLD,"torres strait, saibai island",-9.633333333,142.6833333,tiger shark,,Provoked,1,snorkelling,,major lacerations,Male,
2,3,1878,Injured,VIC,hopkin's river,-38.38333333,142.5,whaler shark,3.2,Unprovoked,1,swimming,torso,minor lacerations,Male,
23,7,1878,Injured,QLD,"inskip point, off frazer island",-25.8,153.05,bull shark,,Provoked,1,fishing,calf,major lacerations,Male,
14,11,1878,Injured,NSW,"iron cove river, sydney harbour",-33.85,151.15,wobbegong,,Unprovoked,1,swimming,,minor lacerations,Male,
19,6,1879,Fatal,NSW,"darling harbour, sydney harbour",-33.86666667,151.2,bull shark,,Unprovoked,1,swimming,leg,major lacerations,Male,
10,11,1879,Injured,NSW,"yamba, clarence river heads, lluka beach",-29.4,153.3333333,white shark,,Unprovoked,1,swimming,thigh,major lacerations,Male,15
1,1,1880,Fatal,QLD,"cairns, fitzroy island",-16.9,145.9833333,tiger shark,,Unprovoked,1,swimming,other: body not recovered,,Male,
4,1,1880,Injured,NSW,"lake macquarie, dora creek",-33.08333333,151.5,bull shark,,Unprovoked,1,swimming,foot,major lacerations,Female,13
7,1,1880,Injured,QLD,"brisbane river, ipswich",-27.51666667,152.9,bull shark,,Unprovoked,1,swimming,leg,minor lacerations,Male,22
25,11,1880,Fatal,QLD,"brisbane river, kangaroo point",-27.46666667,153.0333333,bull shark,,Unprovoked,1,swimming,leg,major lacerations,Male,15
19,1,1881,Uninjured,NSW,"lake macquarie, pelican flat",-31.06666667,152.6333333,bull shark,3.5,Unprovoked,1,swimming,other: uninjured,,Female,
1,1,1881,Injured,QLD,"hervey bay, wide bay",-25.25,152.85,tiger shark,,Unprovoked,1,,foot,major lacerations,Female,16
10,8,1881,Injured,QLD,great barrier reef (unknown location),-20,148.8,tiger shark,,Provoked,1,spearfishing,leg,minor lacerations,Male,
13,11,1881,Fatal,NSW,"rushcutters bay, sydney harbour",-33.86666667,151.2333333,bull shark,,Unprovoked,1,swimming,other: body not recovered,,Male,
4,12,1881,Injured,QLD,"kolan river, bunbagerg",-24.83333333,152.1166667,bull shark,,Unprovoked,1,swimming,arm,major lacerations,Male,
1,1,1882,Injured,WA,broome (area),-17.98333333,122.2333333,tiger shark,,Provoked,,snorkelling,,,Male,
15,4,1882,Fatal,NSW,lake macquarie heads,-33.08333333,151.65,white shark,,Unprovoked,1,,torso,,Male,
15,5,1882,Injured,NSW,"miller's point, sydney harbour",-33.85,151.2,wobbegong,,Unprovoked,1,swimming,calf,minor lacerations,Male,
1,5,1882,Fatal,WA,broome area (nintey mile beach),-15.88333333,122,tiger shark,,Provoked,1,snorkelling,torso,major lacerations,Male,
1,12,1882,Fatal,WA,broome (area),-17.98333333,122.2333333,tiger shark,,Provoked,1,snorkelling,,,Male,
23,1,1883,Fatal,NSW,"iron cove bay, sydney",-33.85,151.15,bull shark,,Unprovoked,1,swimming,torso,major lacerations,Male,37
19,12,1883,Fatal,NSW,"parramatta river, sydney",-33.86666667,151.2,bull shark,,Unprovoked,1,swimming,torso,major lacerations,Male,21
22,12,1883,Uninjured,NSW,"store beach, quarantine, manly",-33.8,151.2833333,bull shark,2.8,Provoked,1,swimming,other: uninjured,,Male,
14,1,1884,Fatal,SA,port pirie,-33.18333333,137.9833333,white shark,,Unprovoked,2,swimming,other: body not recovered,,Female,16
2,10,1885,Uninjured,NSW,parramatta river,-33.81666667,151.05,bull shark,,Unprovoked,1,swimming,other: uninjured,,Female,
26,11,1885,Injured,WA,bunbury,-33.31666667,115.6333333,white shark,,Unprovoked,1,swimming,calf,major lacerations,Male,
25,1,1886,Uninjured,QLD,maryborough harbour,-25.53333333,152.7,bull shark,,Unprovoked,1,swimming,other: uninjured,,Male,
26,4,1886,Injured,QLD,"fitzroy river, rotheway bay",-23.38333333,150.6333333,bull shark,,Unprovoked,1,swimming,"arm, hand",minor lacerations,Male,
23,2,1887,Uninjured,NSW,"manly wharf, sydney",-33.8,151.2833333,whaler shark,,Unprovoked,,unmotorised boating,other: uninjured,,Male,
4,12,1887,Fatal,NSW,"ryde, sydney harbour",-33.81666667,151.0833333,bull shark,4,Unprovoked,1,swimming,"torso, leg, pelvic region",major lacerations,Male,25
11,9,1888,Injured,QLD,cooktown (gbr),-19.85,145.4,tiger shark,,Provoked,,snorkelling,,,Male,
9,12,1888,Fatal,NSW,"iron cove bridge, sydney",-33.85,151.15,bull shark,,Unprovoked,1,swimming,torso,major lacerations,Male,11
1,7,1889,Fatal,VIC,port phillip bay heads,-38.33333333,144.6166667,white shark,,Unprovoked,1,swimming,other: body not recovered,,Male,
1,1,1890,Injured,TAS,"derwent, bridgewater",-42.73333333,147.2333333,broadnose sevengill shark,3,Unprovoked,1,swimming,thigh,major lacerations,Male,
8,4,1891,Uninjured,NSW,tathra wharf,-36.71666667,149.9833333,wobbegong,,Provoked,1,diving,other: uninjured,,Male,
17,6,1891,Injured,VIC,point danger of torquay,-38.33333333,144.3166667,wobbegong,2.1,Provoked,1,snorkelling,arm,minor lacerations,Male,
1,1,1892,Fatal,QLD,"torres strait, badu island",-10.11666667,142.1333333,tiger shark,,Provoked,1,diving,torso,major lacerations,Male,
22,3,1892,Injured,QLD,"rockhampton, fitzroy river",-23.36666667,150.5,bull shark,,Unprovoked,1,swimming,calf,other: teeth marks,Male,
6,11,1892,Injured,QLD,"moreton bay, wellington point",-27.45,153.2166667,whaler shark,,Unprovoked,1,swimming,leg,other: teeth marks,Female,
1,12,1892,Injured,QLD,brisbane river,-27.43333333,153.0833333,bull shark,,Unprovoked,1,swimming,leg,abrasion,Male,
7,1,1893,Uninjured,WA,geraldton,-28.76666667,114.6,wobbegong,,Provoked,1,fishing,other: uninjured,,Male,
25,1,1893,Fatal,QLD,claremont isles national park,-13.93333333,143.7333333,tiger shark,,Unprovoked,1,swimming,other: body not recovered,,Male,
14,4,1893,Injured,QLD,"torres strait, cap island",-9.816666667,142.7,tiger shark,,Unprovoked,1,swimming,leg,minor lacerations,Male,
28,11,1894,Injured,NSW,newcastle beach,-32.91666667,151.7833333,white shark,2,Unprovoked,1,swimming,arm,major lacerations,Male,
1,1,1895,Uninjured,QLD,brisbane river,-27.46666667,153,bull shark,,Unprovoked,1,unmotorised boating,other: uninjured,,Male,25
27,2,1895,Fatal,NSW,"leichhardt, sydney harbour",-33.93333333,151.25,bull shark,3.5,Unprovoked,1,swimming,leg,major lacerations,Male,16
15,3,1895,Injured,QLD,"burnett river, sharon",-24.9,152.2333333,bull shark,,Unprovoked,1,swimming,foot,major lacerations,Male,13
1,6,1895,Fatal,WA,barrow island,-20.78333333,115.5333333,tiger shark,,Provoked,4,diving,other: body not recovered,,Male,
16,11,1895,Fatal,NSW,"jervis bay, cape st george lighthouse",-35.13333333,150.75,whaler shark,,Provoked,3,swimming,other: body not recovered,,Male,
15,12,1895,Uninjured,QLD,"thursday island, torre strait",-10.56666667,142.2166667,tiger shark,,Provoked,1,diving,other: uninjured,,Male,
8,12,1895,Fatal,NSW,"iron cove bridge, sydney",-33.85,151.15,bull shark,4,Unprovoked,1,swimming,torso,major lacerations,Male,14
11,1,1896,Fatal,NSW,"pyrmont baths, sydney",-33.86666667,151.1833333,bull shark,,Unprovoked,1,swimming,torso,major lacerations,Male,11
1,11,1896,Fatal,WA,esperance,-33.85,121.8833333,white shark,,Unprovoked,1,swimming,leg,,Male,
6,1,1897,Injured,NSW,"macleay river, kempsey",-31.06666667,152.8333333,bull shark,1.8,Unprovoked,1,swimming,thigh,minor lacerations,Male,12
1,12,1897,Injured,QLD,"torres strait, mabuiag island ",-9.95,142.1833333,tiger shark,,Unprovoked,1,swimming,torso,major lacerations,Male,
22,9,1898,Injured,NSW,"port stephens, nelson's bay",-32.71666667,152.1166667,bull shark,,Provoked,1,fishing,foot,minor lacerations,Male,
20,12,1898,Injured,QLD,"moreton bay, wellington point",-27.46666667,153.2166667,whaler shark,1.2,Provoked,1,fishing,thigh,minor lacerations,Male,
7,2,1899,Injured,NSW,"sugar loaf bay, sydney harbour",-33.78333333,151.2166667,bull shark,,Unprovoked,1,swimming,thigh,minor lacerations,Male,
18,12,1899,Injured,QLD,"moreton bay, tingalpa creek, near wynnum",-27.55,153.1833333,bull shark,,Unprovoked,1,swimming,leg,minor lacerations,Male,
28,1,1900,Injured,NSW,"iron cove bridge, sydney",-33.85,151.15,bull shark,,Unprovoked,1,swimming,thigh,major lacerations,Male,
1,1,1900,Injured,NT,melville island,-11.6,130.95,tiger shark,,Unprovoked,,swimming,arm,major lacerations,Male,
15,9,1900,Injured,QLD,townsville harbour,-19.25,146.8166667,tiger shark,,Unprovoked,1,swimming,calf,major lacerations,Male,
10,11,1900,Fatal,QLD,torres strait (unknown location),-10.55,142.3833333,,,Provoked,,snorkelling,,,Male,
27,12,1900,Fatal,NSW,"middle harbour, folly point, sydney harbour",-33.78333333,151.2333333,bull shark,,Unprovoked,1,swimming,leg,major lacerations,Male,21
1,1,1901,Injured,NT,melville island,-11.6,130.95,tiger shark,,Unprovoked,,swimming,leg,major lacerations,Male,
22,1,1901,Fatal,QLD,"brisbane river, rowing club",-27.46666667,153,bull shark,,Unprovoked,1,swimming,thigh,major lacerations,Male,13
1,2,1901,Injured,QLD,barron river mouth,-16.85,145.75,wobbegong,,Provoked,1,swimming,head,minor lacerations,Male,
23,4,1901,Injured,QLD,"thursday island, torre strait",-10.56666667,142.2166667,tiger shark,,Provoked,,snorkelling,"torso, shoulder",major lacerations,Male,
25,4,1901,Injured,QLD,"thursday island, torre strait",-10.56666667,142.2166667,tiger shark,,Provoked,,snorkelling,torso,major lacerations,Male,
1,12,1901,Injured,QLD,"brisbane river, south brisbane cemetery",-27.46666667,153,bull shark,2,Unprovoked,1,swimming,"torso, leg, pelvic region",major lacerations,Male,
19,1,1902,Injured,QLD,"brisbane river, highgate hill",-27.48333333,153,bull shark,,Unprovoked,1,swimming,leg,major lacerations,Male,16
4,1,1902,Injured,QLD,"moreton bay, wynnum south",-27.43333333,153.1666667,whaler shark,,Provoked,1,swimming,torso,abrasion,Male,
10,1,1903,Fatal,NSW,"lane cove river, sydney",-33.81666667,151.15,bull shark,3,Unprovoked,1,swimming,leg,major lacerations,Male,20
1,2,1903,Uninjured,NSW,"middle lagoon, tanja",-36.63333333,150,bull shark,1.8,Provoked,1,fishing,other: uninjured,,Male,
15,3,1903,Fatal,QLD,logan river,-27.7,153.2833333,bull shark,,Unprovoked,1,swimming,leg,major lacerations,Male,
6,5,1903,Uninjured,NSW,kiama,-34.66666667,150.85,whaler shark,3,Provoked,1,diving,other: uninjured,,Male,
27,3,1904,Injured,QLD,"brisbane river, pinkenba",-27.41666667,153.1166667,bull shark,,Unprovoked,1,swimming,torso,minor lacerations,Male,
30,3,1905,Injured,NSW,lismore - wilsons river,-28.8,153.2666667,bull shark,,Unprovoked,1,swimming,leg,minor lacerations,Male,
2,12,1905,Fatal,QLD,"badu island, torres strait",-10.2,142.15,tiger shark,,Provoked,1,snorkelling,thigh,major lacerations,Male,
28,1,1906,Fatal,NSW,georges river,-33.98333333,151.0666667,bull shark,2,Unprovoked,1,swimming,leg,major lacerations,Male,33
14,4,1906,Fatal,QLD,lizard island,-14.66666667,145.45,tiger shark,,Unprovoked,1,swimming,arm,major lacerations,Male,
24,8,1906,Fatal,QLD,"torres strait, mabuiag island ",-9.95,142.1666667,tiger shark,,Provoked,1,snorkelling,"arm, shoulder, torso",major lacerations,Male,
17,12,1906,Uninjured,NSW,batemans bay,-35.7,150.1833333,wobbegong,,Unprovoked,1,motorised boating,other: uninjured,,Male,
3,2,1907,Fatal,QLD,"townsville, ross creek",-19.25,146.8166667,bull shark,3.2,Unprovoked,1,swimming,,major lacerations,Male,
4,8,1907,Injured,WA,"geraldton, murray island - off geraldton",-28.85,113.9,tiger shark,,Provoked,1,snorkelling,leg,major lacerations,Male,
13,10,1907,Injured,NSW,"merewether beach, newcastle",-32.93333333,151.75,white shark,1.8,Unprovoked,1,swimming,"torso, shoulder",major lacerations,Male,26
21,12,1907,Fatal,NSW,"middle harbour, sugarloaf bay, sydney",-33.78333333,151.2333333,bull shark,,Unprovoked,1,swimming,torso,major lacerations,Male,
1,1,1909,Injured,NSW,"brisbane waters, woy woy",-33.48333333,151.3,bull shark,,Unprovoked,,swimming,,,Male,
26,1,1910,Fatal,NSW,newcastle harbour,-32.9,151.7666667,bull shark,,Unprovoked,1,swimming,leg,major lacerations,Male,16
17,2,1910,Injured,WA,bunbury ,-33.31666667,115.6166667,white shark,1.8,Unprovoked,1,swimming,"shoulder, torso, leg",major lacerations,Male,
31,3,1910,Uninjured,WA,cape leeuwin,-34.36666667,115.1166667,,,Unprovoked,1,swimming,other: uninjured,,Male,
24,11,1910,Injured,QLD,mackay (9 miles away),-21.16666667,149.2333333,,3,Unprovoked,1,swimming,foot,minor lacerations,Male,
6,2,1911,Uninjured,WA,legendre island,-20.38333333,116.8666667,tiger shark,,Unprovoked,1,swimming,other: uninjured,,Male,
27,3,1911,Fatal,QLD,"thursday island, torre strait",-10.56666667,142.2166667,tiger shark,,Unprovoked,1,swimming,"torso, thigh",major lacerations,Male,16
25,10,1911,Injured,QLD,cooktown (gbr),-15.48333333,145.4,tiger shark,,Provoked,1,snorkelling,leg,major lacerations,Male,23
6,1,1912,Injured,NSW,sydney (near),-33.83333333,151.1666667,dusky shark,,Unprovoked,1,swimming,"leg, pelvic region",major lacerations,Male,
26,1,1912,Fatal,NSW,"lane cove river, figtree, sydney",-33.81666667,151.15,bull shark,3,Unprovoked,1,swimming,thigh,major lacerations,Male,
1,1,1912,Fatal,QLD,"townsville, ross creek",-19.45,146.6,bull shark,,Unprovoked,1,swimming,leg,major lacerations,Male,
16,2,1912,Uninjured,WA,bunbury harbour,-33.31666667,115.6333333,wobbegong,,Provoked,1,diving,other: uninjured,,Male,
9,2,1912,Injured,SA,carpenters rocks,-37.58333333,140.3333333,white shark,2.4,Provoked,1,fishing,"arm, hand",major lacerations,Male,
19,2,1912,Injured,NSW,"coogee beach, sydney",-33.91666667,151.25,white shark,,Unprovoked,1,swimming,"calf, foot",major lacerations,Male,
5,11,1912,Injured,QLD,"moreton bay, sandgate, scroncliffe pier",-27.31666667,153.05,tiger shark,2.7,Unprovoked,1,swimming,leg,major lacerations,Male,35
24,3,1913,Injured,QLD,"torres strait, thursday/york island",-10.56666667,142.2166667,tiger shark,,Provoked,1,snorkelling,head,minor lacerations,Male,
2,5,1913,Injured,NSW,"yamba, clarence river",-29.4,153.3333333,bull shark,,Provoked,1,fishing,leg,minor lacerations,Male,
1,6,1913,Injured,QLD,"badu island, torres strait",-10.2,142.15,,,Provoked,1,swimming,head,major lacerations,Male,
21,11,1913,Injured,QLD,"moreton bay, sandgate, scroncliffe pier",-27.31666667,153.05,tiger shark,2.5,Unprovoked,1,swimming,leg,major lacerations,Male,13
29,12,1913,Injured,SA,port noarlunga,-35.05,138.45,white shark,,Unprovoked,1,swimming,leg,minor lacerations,Male,
20,1,1914,Uninjured,NSW,"five dock bay, drummoyne",-33.85,151.15,bull shark,,Unprovoked,1,unmotorised boating,other: uninjured,,Male,
11,1,1914,Injured,QLD,"moreton bay, sandgate beach",-27.31666667,153.05,wobbegong,1.7,Unprovoked,1,swimming,leg,minor lacerations,Female,
1,2,1914,Injured,NSW,"parramatta river, sydney harbour",-33.83333333,151.0666667,bull shark,,Unprovoked,1,unmotorised boating,torso,abrasion,Male,23
4,2,1914,Injured,SA,"marion bay, yorke peninsula",-35.23333333,136.9666667,wobbegong,,Provoked,1,spearfishing,foot,minor lacerations,Male,
15,4,1914,Injured,NSW,"maclean river, lawrence",-29.43333333,153.1833333,bull shark,,Provoked,1,fishing,foot,minor lacerations,Male,
10,6,1914,Fatal,VIC,"port phillip bay, sandringham beach",-37.95,145,white shark,,Unprovoked,1,swimming,other: body not recovered,,Male,
2,12,1914,Injured,QLD,"magnetic island, picnic bay wharf",-19.16666667,146.8333333,,,Unprovoked,1,swimming,thigh,minor lacerations,Male,
6,12,1914,Injured,WA,"cottesloe beach, perth",-31.98333333,115.7333333,wobbegong,0.8,Provoked,1,,calf,minor lacerations,Male,
1,1,1915,Fatal,NSW,"sirius cove, sydney harbour",-33.83333333,151.2333333,bull shark,,Unprovoked,1,swimming,thigh,major lacerations,Male,
6,2,1915,Injured,QLD,moreton bay,-27.26666667,153.2166667,wobbegong,,Unprovoked,1,unmotorised boating,foot,minor lacerations,Male,
8,11,1915,Injured,NSW,"manly, north steyne, sydney",-33.78333333,151.2833333,whaler shark,,Unprovoked,1,swimming,"leg, foot",major lacerations,Male,
10,11,1915,Injured,QLD,"moreton bay, cabbage tree creek",-27.31666667,153.0666667,bull shark,,Unprovoked,1,swimming,"arm, torso",minor lacerations,Male,8
24,2,1916,Uninjured,TAS,burnie,-41.05,145.75,wobbegong,1.5,Provoked,1,diving,other: uninjured,,Male,
19,3,1916,Injured,NSW,curl curl beach,-33.76666667,151.2833333,white shark,,Unprovoked,1,swimming,leg,minor lacerations,Male,
10,11,1916,Fatal,QLD,"townsville, kissing point",-19.23333333,146.8,tiger shark,,Unprovoked,1,swimming,,,Male,27
9,11,1916,Fatal,QLD,"townsville, strand beach",-19.23333333,146.8166667,tiger shark,,Unprovoked,1,swimming,leg,major lacerations,Male,
1,11,1916,Injured,WA,condon creek - port headland (area),-20,119.3666667,tiger shark,3.7,Provoked,1,snorkelling,leg,major lacerations,Male,
2,11,1916,Fatal,WA,condon creek - broome (area),-20,119.3333333,tiger shark,3.7,Provoked,1,snorkelling,leg,major lacerations,Male,
8,12,1916,Fatal,NSW,"sugarloaf point, sydney harbour,",-33.78333333,151.2166667,bull shark,,Unprovoked,1,other: standing in water,"arm, torso",major lacerations,Male,41
30,12,1916,Fatal,QLD,yeppoon (mens beach),-23.11666667,150.75,tiger shark,3,Unprovoked,1,swimming,calf,major lacerations,Male,26
14,6,1917,Injured,QLD,moreton bay,-27.23333333,153.2166667,whaler shark,,Provoked,1,fishing,leg,minor lacerations,Male,
15,12,1917,Injured,WA,port headland,-20.3,118.5833333,tiger shark,,Unprovoked,1,swimming,thigh,major lacerations,Male,
15,1,1918,Injured,NSW,"port stephens, tea gardens",-32.66666667,152.15,wobbegong,,Provoked,1,fishing,"arm, hand",major lacerations,Male,
22,3,1918,Injured,NSW,newcastle beach,-32.91666667,151.7833333,white shark,,Unprovoked,,swimming,"arm, hand",major lacerations,Male,
17,3,1918,Injured,QLD,"kirra beach, coolangatta",-28.15,153.5166667,wobbegong,,Provoked,1,swimming,foot,minor lacerations,Male,
17,3,1918,Injured,NSW,tweed heads,-28.15,153.1,tiger shark,,Unprovoked,1,swimming,leg,major lacerations,Male,
5,4,1918,Uninjured,NSW,burmagui,-26.41666667,150.0666667,wobbegong,,Provoked,1,diving,other: uninjured,,Male,
