Day,Month,IncidentYear,VictimInjury,State,Location,latitude,longitude,SharkType,SharkLength(m),Provoked,SharkCount,VictimActivity,InjuryLocation,InjurySeverity,VictimGender,VictimAge
4,1,1942,Fatal,NSW,"bantry bay, sydney harbour",-33.76666667,151.2166667,bull shark,4,Unprovoked,1,swimming,torso,major lacerations,Female,28
18,1,1942,Uninjured,NSW,"manly, fairy bower, sydney",-33.78333333,151.2833333,white shark,3,Provoked,1,boarding,other: uninjured,,Male,
9,5,1942,Injured,QLD,cairns (reef 160km south),-17.7,146.5166667,tiger shark,2.1,Provoked,1,snorkelling,arm,major lacerations,Male,
4,8,1942,Injured,QLD,"hook island, whitsunday islands",-20.08333333,148.8833333,,,Provoked,1,snorkelling,leg,major lacerations,Male,
12,9,1942,Injured,QLD,"trinity beach, cairns",-16.78333333,145.7,tiger shark,3,Unprovoked,1,swimming,leg,major lacerations,Male,24
26,12,1942,Fatal,NSW,"bantry bay, sydney harbour",-33.76666667,151.2166667,bull shark,,Unprovoked,1,swimming,leg,major lacerations,Female,15
1,1,1943,Injured,NT,darwin,-12.46666667,130.8333333,tiger shark,,Unprovoked,1,swimming,torso,minor lacerations,Male,
14,1,1944,Injured,NSW,"forster, first beach",-32.16666667,152.5166667,white shark,,Unprovoked,1,boarding,leg,major lacerations,Male,14
7,2,1945,Injured,NSW,malabar bay,-33.95,151.25,wobbegong,1.3,Provoked,1,fishing,"arm, hand",minor lacerations,Male,24
15,6,1945,Fatal,QLD,"trinity beach, double island, cairns",-16.71666667,145.6666667,tiger shark,,Unprovoked,1,swimming,,,Male,
17,1,1946,Injured,QLD,townsville,-19.25,146.8166667,,,Unprovoked,1,swimming,foot,minor lacerations,Male,12
5,1,1946,Fatal,NSW,"georges river, oatley bay, sydney",-33.98333333,151.0833333,bull shark,,Unprovoked,1,swimming,leg,major lacerations,Female,14
10,2,1946,Injured,WA,"city beach, perth",-31.93333333,115.75,white shark,4.2,Unprovoked,1,swimming,"thigh, calf, foot",major lacerations,Male,18
19,4,1946,Fatal,QLD,"trinity beach, cairns",-16.78333333,145.7,tiger shark,,Unprovoked,1,swimming,"arm, leg",major lacerations,Male,17
18,8,1946,Fatal,QLD,"ellis beach, cairns",-16.71666667,145.6333333,tiger shark,4.8,Unprovoked,1,swimming,torso,major lacerations,Male,30
14,10,1946,Injured,NSW,"lake macquarie, mark's point",-33.05,151.6333333,bull shark,,Unprovoked,1,swimming,leg,minor lacerations,Male,15
20,11,1946,Fatal,QLD,"thursday island, torre strait",-10.56666667,142.2166667,tiger shark,,Provoked,1,snorkelling,arm,major lacerations,Male,30
27,12,1946,Injured,SA,"glenelg jetty, adelaide",-34.96666667,138.5,white shark,,Unprovoked,1,swimming,"arm, hand",minor lacerations,Male,23
23,7,1947,Uninjured,NT,darwin harbour,-12.45,130.7833333,tiger shark,,Provoked,,diving,other: uninjured,,Male,
27,10,1947,Injured,QLD,mornington island,-16.55,139.4,tiger shark,,Unprovoked,1,other: standing in water,leg,major lacerations,Male,
8,11,1947,Fatal,NSW,"port macquarie, wilson river",-31.33333333,152.8333333,bull shark,,Unprovoked,1,swimming,leg,major lacerations,Male,12
8,11,1947,Injured,NSW,"port macquarie, wilson river",-31.33333333,152.8333333,bull shark,,Unprovoked,1,swimming,foot,minor lacerations,Male,13
21,12,1947,Injured,NSW,"watson taylor lake, laurieton",-31.7,152.75,bull shark,2,Provoked,1,fishing,thigh,minor lacerations,Male,9
5,1,1948,Injured,WA,rottnest island,-31.98333333,115.5333333,wobbegong,0.8,Provoked,1,swimming,leg,other: teeth marks,Male,
12,2,1948,Fatal,NSW,"stockton beach, newcastle",-32.85,151.8333333,tiger shark,4,Unprovoked,1,swimming,"torso, leg",major lacerations,Male,16
18,11,1948,Injured,QLD,"torres strait, saibai island",-9.633333333,142.6833333,tiger shark,,Provoked,1,snorkelling,leg,major lacerations,Male,41
26,12,1948,Fatal,QLD,"caloundra, kings beach",-26.8,153.1333333,tiger shark,,Unprovoked,1,swimming,"arm, leg, pelvic region",major lacerations,Male,28
4,12,1948,Uninjured,NSW,"nielson park, sydney harbour",-33.85,151.25,tiger shark,2,Provoked,1,spearfishing,other: uninjured,,Male,
14,1,1949,Uninjured,NSW,"bondi north, ben buckler, sydney",-33.88333333,151.2666667,whaler shark,,Provoked,2,boarding,other: uninjured,,Male,32
17,1,1949,Injured,NSW,evans head,-29.1,153.4333333,wobbegong,,Provoked,1,,leg,minor lacerations,Male,
13,1,1949,Uninjured,NSW,"mona vale beach, sydney",-33.66666667,151.3,white shark,3,Unprovoked,1,boarding,other: uninjured,,Male,0
23,1,1949,Fatal,NSW,"bar beach, newcastle",-32.93333333,151.75,white shark,4,Unprovoked,1,swimming,"leg, hand",major lacerations,Male,20
26,2,1949,Uninjured,NSW,"newport, sydney",-33.65,151.3166667,white shark,3.6,Unprovoked,1,boarding,other: uninjured,,Male,
17,4,1949,Fatal,QLD,"ellis beach, cairns",-16.71666667,145.6333333,tiger shark,3.6,Unprovoked,1,swimming,leg,major lacerations,Male,13
16,5,1949,Injured,WA,"broome, gantheaume point",-17.96666667,122.1666667,bull shark,2.7,Unprovoked,1,swimming,arm,major lacerations,Female,22
16,8,1949,Injured,TAS,"flinders island, bass strait.",-40.11666667,148.9333333,white shark,,Unprovoked,1,swimming,thigh,minor lacerations,Male,18
28,8,1949,Injured,QLD,"yorkey knob beach, cairns",-16.81666667,145.7666667,tiger shark,,Unprovoked,1,swimming,torso,abrasion,Male,21
28,8,1949,Fatal,QLD,"yorkey knob beach, cairns",-16.81666667,145.7666667,tiger shark,,Unprovoked,1,swimming,torso,major lacerations,Male,34
20,11,1949,Injured,NSW,"botany bay, kurnell",-34,151.2,wobbegong,2,Provoked,2,swimming,arm,minor lacerations,Male,36
8,1,1950,Injured,VIC,"port phillip bay, south beach, werribee",-37.96666667,144.7,wobbegong,,Provoked,1,swimming,foot,minor lacerations,Male,
11,4,1950,Fatal,QLD,"cairns, kings beach",-16.9,145.85,tiger shark,,Unprovoked,,swimming,,major lacerations,Male,50
25,11,1950,Injured,QLD,burleigh heads,-28.1,153.1,bull shark,3.6,Unprovoked,1,swimming,"hand, pelvic region",major lacerations,Male,21
12,11,1950,Uninjured,QLD,yeppoon,-23.11666667,150.7333333,tiger shark,,Unprovoked,1,unmotorised boating,other: uninjured,,Male,18
16,12,1950,Fatal,QLD,"palm beach, gold coast",-28.1,153.4666667,tiger shark,,Unprovoked,1,swimming,"leg, torso",major lacerations,Male,20
3,2,1951,Injured,NSW,"windang, lake illawarra, wollongong",-34.53333333,150.8666667,bull shark,,Provoked,1,spearfishing,"thigh, torso",abrasion,Male,20
1,2,1951,Injured,NSW,"bondi beach, sydney",-33.88333333,151.2666667,wobbegong,1.2,Unprovoked,1,swimming,leg,major lacerations,Male,14
26,3,1951,Injured,NSW,"avalon beach, sydney.",-33.63333333,151.3166667,wobbegong,1.8,Provoked,1,boarding,torso,minor lacerations,Male,23
2,9,1951,Fatal,QLD,fitzroy river,-23.38333333,150.55,bull shark,,Unprovoked,1,swimming,"leg, torso",major lacerations,Male,56
22,10,1951,Fatal,QLD,"townsville, kissing point",-19.23333333,146.8,tiger shark,,Unprovoked,1,swimming,"hand, torso, thigh",major lacerations,Male,42
6,12,1951,Fatal,NSW,"merewether beach, newcastle",-32.93333333,151.75,white shark,2.4,Unprovoked,1,swimming,"arm, leg, torso",major lacerations,Male,21
30,12,1951,Uninjured,NSW,"terrigal, central coast",-33.36666667,151.4333333,white shark,3.7,Unprovoked,1,boarding,other: uninjured,,Male,32
7,1,1952,Injured,NSW,evan's head,-29.1,153.4333333,wobbegong,2.4,Unprovoked,1,boarding,"calf, foot",minor lacerations,Male,
10,2,1952,Uninjured,QLD,"townsville, ross creek",-19.25,146.8166667,bull shark,,Provoked,1,,other: uninjured,,Male,
6,5,1952,Injured,WA,boyup brook (area),-35.06666667,117.05,wobbegong,,Provoked,1,fishing,"arm, hand",abrasion,Male,
24,11,1952,Injured,VIC,"somers beach, westernport",-38.38333333,145.15,white shark,1.8,Unprovoked,1,swimming,torso,abrasion,Male,23
21,12,1952,Injured,SA,cape douglas,-38.01666667,140.5666667,white shark,2.5,Provoked,1,fishing,thigh,major lacerations,Male,25
1,2,1953,Injured,NSW,sydney,-33.86666667,151.2,wobbegong,,Provoked,1,spearfishing,leg,major lacerations,Male,
15,2,1953,Injured,NSW,"shellharbour, wollongong",-34.56666667,150.8666667,wobbegong,1.8,Provoked,1,spearfishing,head,other: teeth marks,Male,25
1,2,1953,Injured,NSW,"collaroy beach, sydney",-33.71666667,151.3,wobbegong,,Provoked,1,spearfishing,foot,minor lacerations,Male,
22,3,1953,Injured,NSW,"long reef, sydney",-33.73333333,151.3,tiger shark,4,Provoked,1,spearfishing,arm,minor lacerations,Male,23
29,12,1953,Uninjured,NSW,"maroubra beach, sydney",-33.93333333,151.25,white shark,3.7,Unprovoked,1,swimming,other: uninjured,,Male,26
22,12,1953,Injured,NSW,"maroubra beach, sydney",-33.93333333,151.25,white shark,3.7,Unprovoked,1,swimming,"arm, leg",abrasion,Male,26
13,12,1953,Injured,QLD,"palm beach, gold coast",-28.11666667,153.4666667,white shark,,Unprovoked,1,swimming,torso,surface wound,Male,16
20,1,1954,Injured,SA,port macdonnell,-38.05,140.7,wobbegong,,Provoked,1,,"arm, hand",minor lacerations,Male,
22,1,1954,Injured,QLD,"torres strait, naghir island",-10.23333333,142.4833333,tiger shark,1.6,Provoked,1,spearfishing,arm,major lacerations,Female,
30,1,1954,Injured,NSW,avoca beach,-33.45,151.4333333,whaler shark,,Unprovoked,1,swimming,arm,minor lacerations,Male,
27,2,1954,Fatal,NSW,"the entrance, gosford",-33.33333333,151.5,white shark,,Unprovoked,1,swimming,thigh,major lacerations,Male,23
28,6,1954,Injured,QLD,"cairns,  fitzroy island",-16.91666667,145.99445,tiger shark,2.4,Provoked,1,snorkelling,"arm, shoulder",major lacerations,Male,30
4,9,1954,Fatal,QLD,"torres strait, darnley (erub) island",-9.583333333,143.7666667,tiger shark,,Provoked,1,spearfishing,,major lacerations,Male,
17,1,1955,Fatal,NSW,"balmoral beach, wyargine point",-33.81666667,151.25,bull shark,4,Provoked,1,spearfishing,"leg, hand",major lacerations,Male,13
5,2,1955,Fatal,NSW,"sugarloaf bay, sydney harbour",-33.78333333,151.2166667,bull shark,3.6,Unprovoked,1,swimming,leg,major lacerations,Male,25
9,3,1955,Fatal,NSW,"wamberal beach, gosford.",-33.41666667,151.45,white shark,,Unprovoked,1,swimming,other: body not recovered,,Male,22
15,10,1955,Injured,QLD,tully (5 miles off),-17.93333333,145.9333333,wobbegong,1.8,Provoked,1,spearfishing,"arm, hand",minor lacerations,Male,28
14,1,1956,Injured,QLD,innisfail (off shore reef),-17.71666667,146.4,tiger shark,5,Provoked,1,snorkelling,leg,minor lacerations,Male,18
26,2,1956,Fatal,QLD,"mackay, rocklea reach, pioneer river",-21.11666667,149.15,bull shark,,Unprovoked,1,swimming,leg,major lacerations,Male,14
4,2,1956,Injured,VIC,"cowes jetty, phillip island",-38.43333333,145.2333333,wobbegong,0.9,Unprovoked,1,swimming,leg,minor lacerations,Male,
19,2,1956,Uninjured,VIC,"port phillip bay, black rock beach",-37.96666667,145,bronze whaler shark,3.6,Provoked,1,spearfishing,other: uninjured,,Male,19
17,3,1956,Uninjured,WA,"woodmans point, perth",-32.13333333,115.7333333,whaler shark,,Unprovoked,1,diving,other: uninjured,,Male,25
4,3,1956,Fatal,VIC,portsea beach,-38.33333333,144.7,white shark,4,Unprovoked,1,swimming,torso,major lacerations,Male,26
1,5,1956,Injured,QLD,torres strait,-10.58333333,142.2166667,tiger shark,,Provoked,1,snorkelling,,major lacerations,Male,
15,8,1956,Injured,QLD,"southport, surfers paradise",-28,153.4166667,wobbegong,1.2,Provoked,1,diving,arm,other: teeth marks,Male,
1,1,1957,Uninjured,NSW,"byron bay, sharkey's beach ",-28.63333333,153.6166667,white shark,,Unprovoked,1,boarding,other: uninjured,,Male,
2,2,1957,Fatal,WA,cape leveque,-16.38333333,122.9166667,tiger shark,,Unprovoked,1,swimming,,,Male,
23,4,1957,Injured,NSW,"merewether beach, newcastle",-32.93333333,151.75,wobbegong,,Unprovoked,1,swimming,foot,minor lacerations,Male,15
13,4,1957,Injured,QLD,"torres strait, hervey island harbour",-10.56666667,142.2166667,tiger shark,,Provoked,1,swimming,"arm, shoulder",major lacerations,Male,22
11,5,1957,Injured,NSW,"port stephens, mount yakaba head",-32.68333333,152.1833333,white shark,,Provoked,1,spearfishing,thigh,minor lacerations,Male,28
9,7,1957,Injured,QLD,torres strait,-10.58333333,142.2166667,tiger shark,3,Provoked,1,snorkelling,arm,major lacerations,Male,36
19,1,1958,Injured,NSW,brunswick heads,-28.53333333,153.55,wobbegong,,Unprovoked,1,swimming,foot,other: teeth marks,Male,14
27,1,1958,Injured,NSW,"swan lake, sussex inlet",-35.2,150.55,white shark,3,Provoked,1,spearfishing,leg,minor lacerations,Male,17
9,2,1958,Uninjured,NSW,"lake macquarie, speers point",-33.05,151.6333333,bull shark,3.1,Provoked,1,fishing,other: uninjured,,Male,
10,3,1958,Fatal,QLD,"torres strait, umaga (york) island",-9.75,143.4,tiger shark,,Provoked,1,spearfishing,leg,major lacerations,Male,24
23,3,1958,Uninjured,VIC,"port phillip bay, mornington, marina cove",-38.21666667,145.0166667,bronze whaler shark,2.2,Provoked,1,spearfishing,other: uninjured,,Male,
1,9,1958,Injured,NSW,"port stephens, shoal bay",-32.71666667,152.1666667,wobbegong,1.8,Provoked,1,spearfishing,"arm, hand",minor lacerations,Male,
23,11,1958,Fatal,QLD,surfers paradise,-28,153.4166667,tiger shark,,Unprovoked,1,swimming,torso,major lacerations,Male,22
31,1,1959,Injured,WA,"swan river, south perth",-31.95,115.85,bull shark,1.5,Provoked,1,fishing,calf,abrasion,Male,20
17,1,1959,Injured,QLD,"mooloolaba, alexandra headland",-26.66666667,153.1166667,wobbegong,1.8,Unprovoked,1,swimming,foot,minor lacerations,Male,18
17,1,1959,Fatal,TAS,"safety cove, port arthur",-43.15,147.85,white shark,,Provoked,1,swimming,other: body not recovered,,Male,22
25,1,1959,Injured,TAS,"whale bay, king island",-39.85,143.8333333,white shark,,Unprovoked,1,unmotorised boating,leg,abrasion,Male,16
5,4,1959,Uninjured,NSW,thirroul near wollongong,-34.3,150.9166667,whaler shark,,Provoked,1,spearfishing,other: uninjured,,Male,
11,4,1959,Injured,QLD,"torres strait, coconut island",-10.58333333,142.2166667,tiger shark,1.8,Provoked,1,,"arm, hand",major lacerations,Male,43
22,11,1959,Injured,QLD,northcliffe beach. gold coast,-28.01666667,153.4333333,tiger shark,4.5,Provoked,1,swimming,leg,major lacerations,Male,19
29,11,1959,Injured,VIC,"fairhaven beach, lorne",-38.45,144.0833333,white shark,4,Unprovoked,1,swimming,leg,major lacerations,Male,19
19,12,1959,Fatal,QLD,"moreton bay, wynnum",-27.43333333,153.1666667,tiger shark,,Unprovoked,,swimming,,major lacerations,Male,29
29,12,1959,Uninjured,QLD,"moreton bay, scott's point beach, redcliff",-27.23333333,153.1,tiger shark,3.6,Provoked,1,boarding,other: uninjured,,Male,
15,1,1960,Injured,VIC,"port phillip bay, ricketts point, parkdale",-37.98333333,145.0166667,bronze whaler shark,2.5,Provoked,1,spearfishing,head,minor lacerations,Male,
16,1,1960,Fatal,NSW,"roseville bridge, sydney",-33.76666667,151.2,bull shark,3.3,Unprovoked,1,snorkelling,leg,major lacerations,Male,13
3,4,1960,Injured,VIC,"port phillip bay, canadian bay, mount eliza,",-38.16666667,145.0666667,bronze whaler shark,1.5,Provoked,1,spearfishing,head,minor lacerations,Male,
13,4,1960,Injured,NSW,"horseshoe bay, kempsey",-30.86666667,153.0333333,white shark,3.7,Unprovoked,1,swimming,"arm, torso",abrasion,Male,17
3,4,1960,Uninjured,NSW,"port stephens, broughton island",-32.6,152.3166667,bronze whaler shark,3.6,Provoked,1,spearfishing,other: uninjured,,Male,
27,11,1960,Injured,QLD,"mackay, black beach",-21.13333333,149.2,whaler shark,0.9,Unprovoked,1,swimming,"arm, shoulder",minor lacerations,Male,44
3,11,1960,Injured,WA,hamelin bay,-34.21666667,115.0166667,wobbegong,,Provoked,1,spearfishing,arm,abrasion,Male,24
27,12,1960,Injured,NSW,"manly, shelly beach",-33.78333333,151.2833333,whaler shark,3,Unprovoked,1,swimming,torso,abrasion,Female,27
20,12,1960,Injured,QLD,"brisbane river, college crossing",-27.36666667,153.15,bull shark,1,Unprovoked,1,swimming,thigh,minor lacerations,Male,33
14,1,1961,Injured,NSW,nambucca heads,-30.63333333,153.1833333,dogfish,1.3,Provoked,1,swimming,head,minor lacerations,Male,40
17,2,1961,Injured,VIC,"port phillip bay, mount martha beach",-38.26666667,145.0166667,wobbegong,,Unprovoked,1,swimming,,abrasion,Female,
1,2,1961,Uninjured,WA,carnac island,-32.11666667,115.65,wobbegong,2.7,Provoked,1,spearfishing,other: uninjured,,Male,
30,3,1961,Injured,SA,"glenelg, adelaide",-34.96666667,138.5,bronze whaler shark,,Provoked,1,spearfishing,leg,abrasion,Male,24
18,3,1961,Injured,VIC,"lady bay beach, warrnambool",-38.38333333,142.4833333,white shark,3.1,Unprovoked,1,swimming,torso,major lacerations,Male,21
12,3,1961,Injured,SA,aldinga beach,-35.28333333,138.4333333,white shark,3.6,Provoked,1,spearfishing,"arm, leg",major lacerations,Male,21
3,4,1961,Uninjured,VIC,flinders beach,-38.46666667,145.0166667,dusky shark,2.7,Provoked,1,spearfishing,other: uninjured,,Male,24
18,12,1961,Fatal,QLD,"noosa heads, laguna bay",-26.36666667,153.0833333,bull shark,3,Unprovoked,1,boarding,"arm, leg",major lacerations,Male,22
28,12,1961,Injured,QLD,"mackay, lamberts beach",-21.06666667,149.2166667,tiger shark,3,Unprovoked,1,swimming,"arm, hand",major lacerations,Male,24
28,12,1961,Fatal,QLD,"mackay, lamberts beach",-21.06666667,149.2166667,tiger shark,3,Unprovoked,1,swimming,"arm, thigh",major lacerations,Female,18
13,12,1961,Injured,QLD,"torres strait, horn island",-10.38333333,142.2833333,tiger shark,2,Unprovoked,1,swimming,leg,major lacerations,Male,17
14,1,1962,Injured,NSW,lennox head,-28.78333333,153.5833333,white shark,,Unprovoked,1,boarding,foot,major lacerations,Male,19
7,1,1962,Uninjured,NSW,"long reef, sydney",-33.73333333,151.3,white shark,2,Unprovoked,1,boarding,other: uninjured,,Male,
4,2,1962,Injured,QLD,"greenmount beach, coolangatta",-28.15,153.5333333,wobbegong,0.6,Provoked,1,swimming,leg,other: teeth marks,Male,35
29,11,1962,Uninjured,NSW,"long reef, sydney",-33.73333333,151.3166667,whaler shark,3,Provoked,1,spearfishing,other: uninjured,,Male,26
10,12,1962,Fatal,SA,carrickalinga head,-35.4,138.3166667,white shark,3.6,Provoked,1,spearfishing,leg,major lacerations,Male,16
28,1,1963,Fatal,NSW,"middle harbour, sydney harbour",-33.78333333,151.2333333,bull shark,3,Unprovoked,1,other: standing in water,leg,major lacerations,Female,32
24,2,1963,Injured,NSW,"austinmer beach, wollongong",-34.3,150.9333333,bronze whaler shark,3,Provoked,1,spearfishing,calf,minor lacerations,Male,18
13,4,1963,Injured,WA,"yallingup, south perth",-33.63333333,115,white shark,2.3,Unprovoked,1,boarding,arm,major lacerations,Male,25
8,12,1963,Injured,SA,aldinga beach,-35.28333333,138.4333333,white shark,5,Provoked,1,spearfishing,"arm, torso",minor lacerations,Male,23
1,1,1964,Uninjured,WA,off coast of western aust,-31.95,115.85,whaler shark,2.5,Provoked,1,spearfishing,other: uninjured,,Male,
18,1,1964,Injured,WA,hamelin bay,-34.21666667,115.0166667,wobbegong,,Provoked,1,spearfishing,arm,other: teeth marks,Male,
28,3,1964,Injured,SA,"paradise beach, nr victor harbour",-35.53333333,138.6166667,white shark,,Unprovoked,1,boarding,thigh,major lacerations,Male,19
4,10,1964,Injured,WA,mandurah,-32.51666667,115.6833333,,,Provoked,,swimming,leg,other: teeth marks,Male,19
29,11,1964,Injured,VIC,lady julia percy island,-38.41666667,142,white shark,4,Provoked,1,snorkelling,leg,major lacerations,Male,25
16,1,1965,Injured,VIC,port melbourne,-37.83333333,144.9333333,wobbegong,1.5,Provoked,1,other: standing in water,thigh,minor lacerations,Male,
3,11,1965,Injured,QLD,"cairns, oak beach",-16.91666667,145.7666667,tiger shark,2.4,Unprovoked,1,boarding,thigh,other: teeth marks,Male,24
27,12,1965,Injured,WA,rottnest island,-31.98333333,115.5333333,wobbegong,2,Provoked,1,spearfishing,leg,other: teeth marks,Male,40
27,2,1966,Injured,NSW,coledale beach near wollongong,-34.28333333,150.9333333,white shark,2.5,Unprovoked,1,swimming,"arm, leg",major lacerations,Male,13
20,5,1966,Fatal,NSW,jervis bay,-35.03333333,150.7166667,white shark,,Unprovoked,1,swimming,"arm, shoulder",major lacerations,Male,40
8,9,1966,Uninjured,WA,rottnest island,-31.98333333,115.5333333,shortfin mako shark,2,Provoked,1,spearfishing,other: uninjured,,Male,
26,12,1966,Injured,NSW,"coogee beach, sydney",-33.91666667,151.25,wobbegong,1.8,Provoked,1,spearfishing,leg,major lacerations,Male,
26,12,1966,Injured,QLD,"heron island, broomfield reef",-23.43333333,151.9,bronze whaler shark,2.1,Provoked,1,spearfishing,"torso, shoulder",major lacerations,Male,
31,12,1966,Injured,TAS,"bicheno, piccaninny point, ",-41.86666667,148.3,white shark,1.8,Provoked,1,swimming,arm,minor lacerations,Male,30
27,12,1966,Injured,NSW,"south west rocks, trial bay",-30.88333333,153.05,wobbegong,,Provoked,1,spearfishing,"arm, hand",major lacerations,Male,19
15,4,1967,Injured,NSW,"south coast, wollongong",-34.41666667,150.8833333,bronze whaler shark,2,Provoked,1,spearfishing,"arm, hand",minor lacerations,Male,21
19,8,1967,Fatal,WA,jurien bay,-30.25,115.0166667,white shark,4,Provoked,1,spearfishing,torso,major lacerations,Male,23
20,2,1968,Injured,WA,"swan river, belmont",-31.95,115.85,bull shark,,Unprovoked,1,swimming,thigh,minor lacerations,Female,12
4,2,1968,Uninjured,SA,cape jervis,-35.6,138.0833333,bronze whaler shark,3,Provoked,1,spearfishing,other: uninjured,,Male,26
12,9,1968,Uninjured,SA,"thistle island, port lincoln",-35,136.1666667,white shark,,Provoked,1,diving,other: uninjured,,Male,
27,1,1969,Injured,NSW,"currarong beach, jervis bay",-35,150.8166667,bronze whaler shark,2.4,Provoked,1,snorkelling,leg,minor lacerations,Male,21
24,6,1969,Injured,NSW,"kiama, wollongong",-34.66666667,150.85,wobbegong,3.5,Provoked,1,spearfishing,"leg, hand",minor lacerations,Male,37
29,11,1969,Injured,WA,"swan river, perth",-31.95,115.85,bull shark,1.8,Unprovoked,1,swimming,leg,minor lacerations,Male,15
2,1,1971,Injured,TAS,east devonport beach,-41.15,148.35,school shark,,Unprovoked,1,swimming,torso,minor lacerations,Male,
8,2,1971,Injured,WA,esperance,-33.85,121.8833333,whaler shark,,Provoked,,spearfishing,"arm, hand",major lacerations,Male,21
10,12,1971,Fatal,QLD,"cape capricorn, gladstone",-23.48333333,151.2,tiger shark,3.6,Unprovoked,1,swimming,other: body not recovered,,Male,19
20,2,1972,Injured,VIC,"sandy point, wilsons promotory",-38.81666667,148.0833333,white shark,,Unprovoked,1,boarding,leg,minor lacerations,Male,18
1,4,1972,Injured,QLD,"moreton bay, wellington point",-27.46666667,153.2333333,,,Unprovoked,1,swimming,leg,minor lacerations,Female,
8,8,1972,Injured,TAS,"tasman island, tasman peninsula",-43.23333333,148,white shark,3.6,Provoked,1,diving,foot,minor lacerations,Male,45
21,10,1972,Injured,NSW,"wairo beach, milton",-35.35,150.4666667,white shark,3,Unprovoked,1,boarding,thigh,major lacerations,Male,18
21,10,1972,Injured,QLD,"mackay, steven's reef (96km off mackay)",-17.1,146.4,whaler shark,,Provoked,1,spearfishing,arm,minor lacerations,Male,24
1,11,1972,Uninjured,SA,"thistle island, port lincoln",-35,136.1666667,white shark,,Provoked,1,diving,other: uninjured,,Male,
10,1,1973,Injured,NSW,"umina beach, central coast",-33.51666667,151.3166667,white shark,,Unprovoked,1,boarding,foot,minor lacerations,Male,19
25,3,1973,Injured,QLD,"havana island, nr lucinda",-18.51666667,146.35,tiger shark,2,Unprovoked,3,swimming,"arm, hand",minor lacerations,Male,43
25,8,1973,Injured,QLD,"stradbroke island, point lookout",-27.41666667,153.5333333,white shark,4.1,Unprovoked,1,boarding,foot,major lacerations,Male,16
3,11,1973,Injured,QLD,"gin arm creek, north qld",-17.68333333,139.3666667,bull shark,,Unprovoked,1,swimming,leg,minor lacerations,Male,
9,1,1974,Fatal,SA,streaky bay,-32.76666667,134.2,white shark,3.2,Provoked,1,diving,"arm, leg, torso",major lacerations,Male,25
1,9,1974,Fatal,QLD,"south stradbroke island, jumpinpin ",-27.73333333,153.6833333,tiger shark,,Unprovoked,1,swimming,torso,,Male,30
10,12,1974,Injured,WA,geographe bay,-33.63333333,115.35,wobbegong,,Unprovoked,1,diving,,,Male,32
19,1,1975,Fatal,SA,"port lincoln, almonta beach",-34.68333333,135.35,white shark,,Unprovoked,1,boarding,torso,,Male,17
27,2,1975,Injured,VIC,"cotters lake beach, wilsons promontory",-38.93333333,146.2333333,white shark,3.2,Unprovoked,1,boarding,thigh,minor lacerations,Male,22
7,2,1975,Fatal,SA,"cactus beach, point sinclair, penong",-32.08333333,132.9666667,white shark,3,Provoked,1,snorkelling,leg,major lacerations,Male,12
9,2,1975,Injured,VIC,"soapys point, anglesea",-38.4,144.1833333,wobbegong,2.4,Provoked,1,snorkelling,"torso, shoulder",minor lacerations,Male,45
18,3,1975,Injured,QLD,mornington island,-16.55,139.4,tiger shark,,Unprovoked,1,swimming,"arm, hand",major lacerations,Female,
26,7,1975,Injured,QLD,"maroochydore, alexandra head",-26.65,153.0833333,white shark,3,Unprovoked,1,boarding,"leg, pelvic region",major lacerations,Male,21
30,7,1975,Fatal,TAS,"bruny island, fluted cape",-43.35,147.35,white shark,,Provoked,1,diving,other: body not recovered,,Male,37
20,11,1975,Injured,NSW,"queenscliff beach, sydney",-33.78333333,151.2833333,wobbegong,2,Provoked,1,spearfishing,leg,minor lacerations,Male,20
19,9,1976,Injured,SA,point lowly,-32.98333333,137.7833333,white shark,2.7,Provoked,1,spearfishing,leg,major lacerations,Male,17
26,2,1977,Injured,NSW,kingscliffe beach,-28.23333333,153.5666667,tiger shark,4,Unprovoked,1,boarding,,major lacerations,Male,24
13,3,1977,Fatal,QLD,moreton bay,-27.25,153.25,tiger shark,4,Unprovoked,1,swimming,other: body not recovered,,Male,43
13,3,1977,Fatal,QLD,moreton bay,-27.25,153.25,tiger shark,4,Unprovoked,1,swimming,torso,,Male,74
25,4,1977,Injured,QLD,"burleigh heads, tallebudgera creek",-28.08333333,153.45,bull shark,,Unprovoked,1,swimming,leg,major lacerations,Male,19
23,8,1977,Fatal,QLD,"caloundra, buddina beach",-26.68333333,153.1333333,tiger shark,,Unprovoked,1,snorkelling,"arm, torso, foot",major lacerations,Male,26
31,8,1977,Injured,SA,cactus beach,-32.08333333,132.9666667,white shark,,Unprovoked,1,boarding,thigh,minor lacerations,Male,17
28,8,1978,Uninjured,WA,"mullaloo beach, perth",-31.76666667,115.7166667,white shark,2,Unprovoked,1,boarding,other: uninjured,,Male,15
1,9,1978,Uninjured,TAS,munro bight,-43.16666667,147.9833333,white shark,,Provoked,1,diving,other: uninjured,,Male,34
29,12,1978,Injured,QLD,"bribie island, pumicestone passage",-26.8,153.1166667,bull shark,,Unprovoked,1,swimming,leg,other: teeth marks,Male,15
2,1,1979,Uninjured,QLD,mooloolaba,-26.66666667,153.1166667,bronze whaler shark,2.4,Provoked,1,swimming,other: uninjured,,Male,
